song_id,package_path,label_strength,avg_confidence,bronze_rate
0033461d8b877d3d,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/0033461d8b877d3d/song_package.yaml,gold,0.5089843749999999,0.0390625
004677bb4446ee2b,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/004677bb4446ee2b/song_package.yaml,gold,0.6963745019920315,0.15139442231075698
00101b2d2f01f814,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/00101b2d2f01f814/song_package.yaml,silver,0.4268253968253967,0.3873015873015873
00181439f65d43ff,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/00181439f65d43ff/song_package.yaml,gold,0.7462659846547305,0.12276214833759591
0050f9a4cbb9c8f0,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/0050f9a4cbb9c8f0/song_package.yaml,gold,0.8044421487603327,0.04132231404958678
0057b96738675aef,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/0057b96738675aef/song_package.yaml,gold,0.7512598425196854,0.13910761154855644
00c75c11d27b9a33,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/00c75c11d27b9a33/song_package.yaml,gold,0.7388269794721393,0.08211143695014662
00e97f124858a5fb,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/00e97f124858a5fb/song_package.yaml,gold,0.5850349650349651,0.08041958041958042
00b4078dff936c88,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/00b4078dff936c88/song_package.yaml,gold,0.6363052208835343,0.004016064257028112
00a4a346f9ddc086,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/00a4a346f9ddc086/song_package.yaml,gold,0.7652825552825546,0.09336609336609336
010038c71708e312,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/010038c71708e312/song_package.yaml,silver,0.5198245614035081,0.3057644110275689
010cc0bb6656b2e0,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/010cc0bb6656b2e0/song_package.yaml,gold,0.742522522522523,0.07882882882882883
0130398caf9956ae,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/0130398caf9956ae/song_package.yaml,gold,0.8375080906148874,0.038834951456310676
0115e8af2722fd10,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/0115e8af2722fd10/song_package.yaml,silver,0.5262686567164193,0.30783582089552236
014a229cb5165497,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/014a229cb5165497/song_package.yaml,silver,0.43981132075471724,0.30566037735849055
014328074e5b4d2f,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/014328074e5b4d2f/song_package.yaml,gold,0.700912052117263,0.08143322475570032
016e36c19b566253,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/016e36c19b566253/song_package.yaml,gold,0.7455818965517252,0.00646551724137931
017c5ad061cd03c2,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/017c5ad061cd03c2/song_package.yaml,gold,0.6262277580071177,0.11743772241992882
015b521c466b4714,data/Los-Angeles-MIDI/LOCAL_LAMDA/Local_Lamda_midi/midi_guide/015b521c466b4714/song_package.yaml,gold,0.8286842105263155,0.003289473684210526
